"from","to","Correlation","p_value","fdr"
"exposome_genus_Chryseobacterium","SDF1A",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","IL1A",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","RESISTIN",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_752.5554_4.3",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_792.5536_4.5",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_585.2694_4.9",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_834.5975_5",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_754.5367_5.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_786.5972_5.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_758.5668_5.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_746.5694_5.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_732.5525_5.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_203.0813_7.2",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pHILIC_163.0534_7.5",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_224.0617_4.8",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_245.0431_7.2",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_133.0506_4.4",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_742.5417_4.6",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_105.0192_7.8",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nHILIC_360.1302_7.8",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_169.0971_1.6",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_211.144_4.6",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_315.1341_7.4",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_494.324_9.5",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_454.2927_9.9",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_504.3082_10",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_572.3708_10.3",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_482.3238_10.5",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","pRPLC_552.402_11.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_478.2939_10.1",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_508.3404_10.6",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_609.5098_10.5",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_375.254_10.2",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_453.3223_9.8",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_369.1729_8.9",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","nRPLC_165.092_7",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","F2",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","F12",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","C8A",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","CFH",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","FBLN1",1,0.0166666666666667,1.77815125038364
"exposome_genus_Chryseobacterium","INPP5E",-1,0.0166666666666667,1.77815125038364
"exposome_genus_Arabis","SDF1A",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","IL1A",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","RESISTIN",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_752.5554_4.3",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_792.5536_4.5",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_585.2694_4.9",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_834.5975_5",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_754.5367_5.1",-0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Arabis","pHILIC_786.5972_5.1",-0.974679434480896,0.00481823046819854,2.31711243043294
