"node","Class","true_name","Degree"
"exposome_genus_Epichloe","Exposome (biological)","Epichloe","2"
"exposome_genus_Tilletiaria","Exposome (biological)","Tilletiaria","2"
"exposome_genus_Didymobotryum","Exposome (biological)","Didymobotryum","1"
"exposome_genus_Glarea","Exposome (biological)","Glarea","1"
"exposome_genus_Pleurotus","Exposome (biological)","Pleurotus","1"
"PM0466","Exposome (chemical)","Styrene","1"
"PM1062","Exposome (chemical)","Decanoic acid","1"
"PM1902","Exposome (chemical)","Metribuzin","1"
"PM1936","Exposome (chemical)","Pyracarbolid","1"
"PM2260","Exposome (chemical)","Mono(2-ethylhexyl) phthalate","1"
"PM2325","Exposome (chemical)","Dibenzo[a,l]pyrene","1"
"PM2532","Exposome (chemical)","Hydrocortisone","1"
"genus_unclassified_Coriobacteriaceae","Gut microbiome","unclassified_Coriobacteriaceae","17"
