"node","Class","true_name","Degree"
"LDL_.Calculated.","Blood test","LDL_.Calculated.","5"
"dCO","Environment","dCO","2"
"exposome_genus_Athelia","Exposome (biological)","Athelia","7"
"exposome_genus_Coniophora","Exposome (biological)","Coniophora","7"
"exposome_genus_Hebeloma","Exposome (biological)","Hebeloma","8"
"exposome_genus_Trachymyrmex","Exposome (biological)","Trachymyrmex","1"
"exposome_genus_Amanita","Exposome (biological)","Amanita","5"
"exposome_genus_Anabaena","Exposome (biological)","Anabaena","5"
"exposome_genus_Fibulorhizoctonia","Exposome (biological)","Fibulorhizoctonia","5"
"exposome_genus_Galerina","Exposome (biological)","Galerina","5"
"exposome_genus_Nocardioides","Exposome (biological)","Nocardioides","5"
"exposome_genus_Punctularia","Exposome (biological)","Punctularia","5"
"exposome_genus_Wolfiporia","Exposome (biological)","Wolfiporia","14"
"NM1240","Exposome (chemical)","4-Hydroxybenzoic acid","5"
"NM2328","Exposome (chemical)","Methylparaben","5"
"PM0964","Exposome (chemical)","Chloronaphthalene","14"
"PM1704","Exposome (chemical)","Dichloronaphthalene","5"
"PM1976","Exposome (chemical)","Mono-n-butyl phthalate","5"
"PM2871","Exposome (chemical)","Perfluorononanoic acid (PFNA)","5"
"family_Peptostreptococcaceae","Gut microbiome","family_Peptostreptococcaceae","29"
"family_unclassified_Clostridiales","Gut microbiome","family_unclassified_Clostridiales","29"
"genus_Clostridium.XI","Gut microbiome","Clostridium.XI","29"
"genus_Clostridium.XlVa","Gut microbiome","Clostridium.XlVa","29"
"genus_unclassified_Clostridiales","Gut microbiome","unclassified_Clostridiales","29"
"genus_Dorea","Gut microbiome","Dorea","1"
"pHILIC_158.1174_6.2","Metabolome","Homostachydrine","4"
"pHILIC_182.081_7.7","Metabolome","L-Tyrosine","4"
"nHILIC_157.0366_6.1","Metabolome","Allantoin","4"
"nHILIC_177.0339_6.7","Metabolome","Cys Gly","4"
"nHILIC_103.0036_4","Metabolome","C3H4O4","5"
"nRPLC_257.176_8.5","Metabolome","""C14:0,DC FA(1)""","5"
"nRPLC_327.2538_10.5","Metabolome","MG(16:1)","4"
"FN1","Proteome","FN1","4"
"SERPINA10","Proteome","SERPINA10","4"
