"node","Class","true_name","Degree"
"HGF","Cytokine","HGF","3"
"IFNA","Cytokine","IFNA","3"
"exposome_genus_Baeospora","Exposome (biological)","Baeospora","48"
"exposome_genus_Coprinopsis","Exposome (biological)","Coprinopsis","106"
"exposome_genus_Malassezia","Exposome (biological)","Malassezia","44"
"pHILIC_768.5558_3.5","Metabolome","PC(35:4)(2)","3"
"pHILIC_728.5563_4.5","Metabolome","PE(P-36:2)","3"
"pHILIC_310.1756_5.8","Metabolome","C15H23N3O4","3"
"pHILIC_189.1345_14.4","Metabolome","Homoarginine","3"
"nHILIC_241.087_1.1","Metabolome","C15H14O3","3"
"nHILIC_401.0758_7.6","Metabolome","C13H22O12S","3"
"nHILIC_724.5298_4.4","Metabolome","PE(P-36:3)","3"
"nHILIC_147.0297_10.2","Metabolome","C5H8O5","3"
"nHILIC_269.0542_5.9","Metabolome","C8H14N2O6","3"
"nHILIC_700.5312_4.5","Metabolome","PE(P-34:1)","3"
"nHILIC_381.1387_3.9","Metabolome","C16H22N4O7","3"
"nHILIC_174.056_3.8","Metabolome","Indoleacetic acid","3"
"pRPLC_195.1128_3.1","Metabolome","C10H14N2O2","3"
"pRPLC_197.1285_3.4","Metabolome","C10H16N2O2","3"
"pRPLC_267.1228_6.3","Metabolome","C14H18O5(2)","3"
"pRPLC_352.2248_8.5","Metabolome","C16 Sphingosine 1-phosphate","3"
"pRPLC_463.2326_9","Metabolome","C25H34O8","3"
"pRPLC_380.2561_9.4","Metabolome","C18 Sphingosine 1-phosphate","3"
"pRPLC_382.2719_9.6","Metabolome","Sphinganine 1-phosphate","3"
"pRPLC_520.3396_9.8","Metabolome","LysoPC(18:2)","3"
"nRPLC_381.1387_4.6","Metabolome","C15H26O11","3"
"nRPLC_167.1077_7.2","Metabolome","C10:2 FA","3"
"nRPLC_187.007_2.3","Metabolome","p-Cresol sulfate","3"
"nRPLC_501.1739_7.1","Metabolome","C30H30O5S","3"
"nRPLC_321.2435_10.1","Metabolome","""C20:3,OH FA(1)""","3"
"nRPLC_319.2278_10","Metabolome","""C20:4,OH FA(1)""","3"
"nRPLC_371.1887_9.1","Metabolome","""5alpha-Androstan-3alpha,17alpha-diol monosulfate(3)""","3"
"nRPLC_507.2231_9","Metabolome","C26H36O10","3"
"nRPLC_165.092_7.2","Metabolome","C10:3 FA(2)","3"
"nRPLC_239.0924_7.1","Metabolome","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3"
"ASS1","Proteome","ASS1","3"
"KV139","Proteome","KV139","3"
"IGHG3","Proteome","IGHG3","3"
"APOH","Proteome","APOH","3"
"RBP4","Proteome","RBP4","3"
"ENO1","Proteome","ENO1","3"
"IGFBP3","Proteome","IGFBP3","3"
"MAP4","Proteome","MAP4","3"
"SLFN11","Proteome","SLFN11","3"
