"from","to","Correlation","p_value","fdr","from_name","to_name","from_number","to_number"
"NM1254","pHILIC_137.0457_3.1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Hypoxanthine",40,9
"NM1254","pHILIC_104.0705_8.1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","4-Aminobutanoate",40,9
"NM1254","pHILIC_146.1175_11",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Acetylcholine",40,9
"NM1254","pHILIC_276.1548_13.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","gamma-glutamyl-epsilon-lysine",40,3
"NM1254","nHILIC_303.2327_1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C20:4 FA",40,9
"NM1254","nHILIC_230.0127_2.1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C8H9NO5S",40,9
"NM1254","nHILIC_181.0367_6.8",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","L-Glutamine",40,9
"NM1254","nHILIC_132.0302_8.3",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","L-Aspartate",40,9
"NM1254","nHILIC_183.0294_2.1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C8H8O5",40,9
"NM1254","nHILIC_281.089_2.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C11H14N4O5",40,9
"NM1254","nHILIC_165.0404_7.8",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Arabonate | Xylonate(3)",40,9
"NM1254","nHILIC_287.052_8.1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Orotidine",40,9
"NM1254","nHILIC_349.0752_8.5",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Dihydropteroate",40,9
"NM1254","nHILIC_275.0649_8.9",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Unknown_nHILIC_275.0649_8.9",40,9
"NM1254","nHILIC_485.1492_3.9",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C18H29O15",40,3
"NM1254","nHILIC_257.0777_2.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","5-methyluridine (ribothymidine)",40,9
"NM1254","nHILIC_137.0243_1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Hydroxybenzoic acid",40,9
"NM1254","pRPLC_195.0875_4.6",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","Caffeine",40,9
"NM1254","pRPLC_302.2328_5.6",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C9:0 AC",40,9
"NM1254","pRPLC_505.2774_9.3",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C24H36N6O6",40,9
"NM1254","nRPLC_213.1497_8.1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C12:1,OH FA""",40,9
"NM1254","nRPLC_229.1445_7.4",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C12:0,DC FA""",40,9
"NM1254","nRPLC_165.0418_1.9",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","1-Methylxanthine",40,9
"NM1254","nRPLC_169.1234_8",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C10:1 FA(1)",40,9
"NM1254","nRPLC_215.1653_8.4",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C12:0,OH FA(1)""",40,9
"NM1254","nRPLC_281.1394_9",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C15H22O5",40,9
"NM1254","nRPLC_409.3322_11.2",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","MG(22:2)",40,9
"NM1254","nRPLC_489.3582_11",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C30H50O5(1)",40,9
"NM1254","nRPLC_507.3686_10.6",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C30H52O6",40,9
"NM1254","nRPLC_453.3221_10.1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C26H46O6(1)",40,9
"NM1254","nRPLC_295.2278_9.9",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C18:2,OH FA""",40,9
"NM1254","nRPLC_315.2541_9.4",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","MG(15:0)(1)",40,9
"NM1254","nRPLC_267.1966_9.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C16:2,OH FA""",40,3
"NM1254","nRPLC_239.1653_8.5",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C14:2,OH FA""",40,9
"NM1254","nRPLC_267.1238_8.3",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C14H20O5",40,9
"NM1254","nRPLC_209.1184_8.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","C12H18O3(2)",40,9
"NM1254","nRPLC_213.1498_7.8",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C12:1, OH FA""",40,9
"NM1254","nRPLC_187.1339_7.1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","""C10:0,OH FA(1)""",40,9
"NM1254","nRPLC_411.127_3.6",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","N6-Carbamoyl-L-threonyladenosine",40,3
"NM1254","nRPLC_203.002_1.9",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","4-Methylcatechol sulfate",40,9
"NM1446","pHILIC_137.0457_3.1",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Hypoxanthine",36,9
"NM1446","pHILIC_104.0705_8.1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","4-Aminobutanoate",36,9
"NM1446","pHILIC_146.1175_11",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Acetylcholine",36,9
"NM1446","nHILIC_303.2327_1",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C20:4 FA",36,9
"NM1446","nHILIC_230.0127_2.1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C8H9NO5S",36,9
"NM1446","nHILIC_181.0367_6.8",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","L-Glutamine",36,9
"NM1446","nHILIC_132.0302_8.3",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","L-Aspartate",36,9
"NM1446","nHILIC_183.0294_2.1",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C8H8O5",36,9
"NM1446","nHILIC_281.089_2.2",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C11H14N4O5",36,9
"NM1446","nHILIC_165.0404_7.8",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Arabonate | Xylonate(3)",36,9
"NM1446","nHILIC_287.052_8.1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Orotidine",36,9
"NM1446","nHILIC_349.0752_8.5",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Dihydropteroate",36,9
"NM1446","nHILIC_275.0649_8.9",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Unknown_nHILIC_275.0649_8.9",36,9
"NM1446","nHILIC_257.0777_2.2",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","5-methyluridine (ribothymidine)",36,9
"NM1446","nHILIC_137.0243_1",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Hydroxybenzoic acid",36,9
"NM1446","pRPLC_195.0875_4.6",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Caffeine",36,9
"NM1446","pRPLC_302.2328_5.6",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C9:0 AC",36,9
"NM1446","pRPLC_505.2774_9.3",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C24H36N6O6",36,9
"NM1446","nRPLC_213.1497_8.1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C12:1,OH FA""",36,9
"NM1446","nRPLC_229.1445_7.4",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C12:0,DC FA""",36,9
"NM1446","nRPLC_165.0418_1.9",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","1-Methylxanthine",36,9
"NM1446","nRPLC_169.1234_8",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C10:1 FA(1)",36,9
"NM1446","nRPLC_215.1653_8.4",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C12:0,OH FA(1)""",36,9
"NM1446","nRPLC_281.1394_9",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C15H22O5",36,9
"NM1446","nRPLC_409.3322_11.2",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","MG(22:2)",36,9
"NM1446","nRPLC_489.3582_11",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C30H50O5(1)",36,9
"NM1446","nRPLC_507.3686_10.6",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C30H52O6",36,9
"NM1446","nRPLC_453.3221_10.1",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C26H46O6(1)",36,9
"NM1446","nRPLC_295.2278_9.9",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C18:2,OH FA""",36,9
"NM1446","nRPLC_315.2541_9.4",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","MG(15:0)(1)",36,9
"NM1446","nRPLC_239.1653_8.5",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C14:2,OH FA""",36,9
"NM1446","nRPLC_267.1238_8.3",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C14H20O5",36,9
"NM1446","nRPLC_209.1184_8.2",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","C12H18O3(2)",36,9
"NM1446","nRPLC_213.1498_7.8",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C12:1, OH FA""",36,9
"NM1446","nRPLC_187.1339_7.1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","""C10:0,OH FA(1)""",36,9
"NM1446","nRPLC_203.002_1.9",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","4-Methylcatechol sulfate",36,9
"NM1550","pHILIC_200.128_6.8",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C10H17NO3",20,8
"NM1550","nHILIC_267.0719_4.2",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C10H12N4O5",20,8
"NM1550","nHILIC_335.0495_8.3",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Uric acid",20,8
"NM1550","nHILIC_459.1407_2.1",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C22H24N2O9",20,8
"NM1550","nHILIC_87.045_4.2",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Butyric acid|Isobutyric acid",20,8
"NM1550","nHILIC_129.0192_7.6",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","2-Hydroxyglutarate",20,8
"NM1550","nHILIC_116.0352_7.5",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","L-2-Amino-3-oxobutanoic acid",20,8
"NM1550","nHILIC_160.0615_7.2",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","N-acetylthreonine",20,8
"NM1550","nHILIC_539.2489_6.5",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C27H40O11",20,8
"NM1550","nHILIC_89.0243_5.8",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","(S)-Lactate",20,8
"NM1550","pRPLC_246.17_1.9",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C5:0 AC",20,8
"NM1550","pRPLC_357.2788_9.5",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C24H38O3(2)",20,8
"NM1550","nRPLC_230.9968_4.1",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","methyl-4-hydroxybenzoate sulfate",20,8
"NM1550","nRPLC_391.2856_9.5",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Chenodeoxycholic Acid(2)",20,8
"NM1550","nRPLC_431.3166_10.4",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C27H44O4(2)",20,8
"NM1550","nRPLC_243.1601_8.2",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","""C13:0,DC FA(3)""",20,8
"NM1550","nRPLC_247.1703_9.4",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C16:4 FA",20,8
"NM1550","nRPLC_397.2054_9.6",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Pregnanolone sulfate",20,8
"NM1550","nRPLC_297.1343_8.3",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C15H22O6(3)",20,8
"NM1550","nRPLC_577.255_7",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C32H38N2O8",20,8
"NM2680","pHILIC_137.0457_3.1",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Hypoxanthine",36,9
"NM2680","pHILIC_104.0705_8.1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","4-Aminobutanoate",36,9
"NM2680","pHILIC_146.1175_11",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Acetylcholine",36,9
"NM2680","nHILIC_303.2327_1",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C20:4 FA",36,9
"NM2680","nHILIC_230.0127_2.1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C8H9NO5S",36,9
"NM2680","nHILIC_181.0367_6.8",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","L-Glutamine",36,9
"NM2680","nHILIC_132.0302_8.3",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","L-Aspartate",36,9
"NM2680","nHILIC_183.0294_2.1",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C8H8O5",36,9
"NM2680","nHILIC_281.089_2.2",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C11H14N4O5",36,9
"NM2680","nHILIC_165.0404_7.8",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Arabonate | Xylonate(3)",36,9
"NM2680","nHILIC_287.052_8.1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Orotidine",36,9
"NM2680","nHILIC_349.0752_8.5",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Dihydropteroate",36,9
"NM2680","nHILIC_275.0649_8.9",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Unknown_nHILIC_275.0649_8.9",36,9
"NM2680","nHILIC_257.0777_2.2",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","5-methyluridine (ribothymidine)",36,9
"NM2680","nHILIC_137.0243_1",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Hydroxybenzoic acid",36,9
"NM2680","pRPLC_195.0875_4.6",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","Caffeine",36,9
"NM2680","pRPLC_302.2328_5.6",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C9:0 AC",36,9
"NM2680","pRPLC_505.2774_9.3",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C24H36N6O6",36,9
"NM2680","nRPLC_213.1497_8.1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C12:1,OH FA""",36,9
"NM2680","nRPLC_229.1445_7.4",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C12:0,DC FA""",36,9
"NM2680","nRPLC_165.0418_1.9",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","1-Methylxanthine",36,9
"NM2680","nRPLC_169.1234_8",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C10:1 FA(1)",36,9
