"from","to","Correlation","p_value","fdr","from_name","to_name","from_number","to_number"
"NM1254","CFD",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","CFD",13,9
"NM1254","LV144",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","LV144",13,9
"NM1254","APOC1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","APOC1",13,9
"NM1254","KV315",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","KV315",13,9
"NM1254","SERPINA5",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","SERPINA5",13,3
"NM1254","APOA4",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","APOA4",13,9
"NM1254","MYH7",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","MYH7",13,3
"NM1254","INHBC",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","INHBC",13,9
"NM1254","DYNC1H1",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","DYNC1H1",13,9
"NM1254","PSTK",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","PSTK",13,3
"NM1254","FAM3C",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","FAM3C",13,9
"NM1254","SH3GL3",-0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","SH3GL3",13,9
"NM1254","MAN2B2",0.974679434480896,0.00481823046819854,2.31711243043294,"Salicylic acid","MAN2B2",13,9
"NM1446","CFD",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","CFD",10,9
"NM1446","LV144",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","LV144",10,9
"NM1446","APOC1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","APOC1",10,9
"NM1446","KV315",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","KV315",10,9
"NM1446","APOA4",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","APOA4",10,9
"NM1446","INHBC",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","INHBC",10,9
"NM1446","DYNC1H1",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","DYNC1H1",10,9
"NM1446","FAM3C",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","FAM3C",10,9
"NM1446","SH3GL3",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","SH3GL3",10,9
"NM1446","MAN2B2",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","MAN2B2",10,9
"NM1550","F9",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","F9",15,8
"NM1550","IGHG4",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","IGHG4",15,8
"NM1550","FGB",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","FGB",15,8
"NM1550","VTN",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","VTN",15,8
"NM1550","CLEC3B",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","CLEC3B",15,8
"NM1550","SERPINA7",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","SERPINA7",15,8
"NM1550","PROS1",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","PROS1",15,8
"NM1550","CLU.1",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","CLU.1",15,8
"NM1550","COL6A3",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","COL6A3",15,8
"NM1550","ITIH2",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","ITIH2",15,8
"NM1550","PROZ",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","PROZ",15,8
"NM1550","HGFAC",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","HGFAC",15,8
"NM1550","MMRN1",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","MMRN1",15,8
"NM1550","PRG4",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","PRG4",15,8
"NM1550","C1RL",1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","C1RL",15,8
"NM2680","CFD",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","CFD",10,9
"NM2680","LV144",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","LV144",10,9
"NM2680","APOC1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","APOC1",10,9
"NM2680","KV315",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","KV315",10,9
"NM2680","APOA4",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","APOA4",10,9
"NM2680","INHBC",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","INHBC",10,9
"NM2680","DYNC1H1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","DYNC1H1",10,9
"NM2680","FAM3C",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","FAM3C",10,9
"NM2680","SH3GL3",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","SH3GL3",10,9
"NM2680","MAN2B2",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","MAN2B2",10,9
"NM3057","CP",1,0.0166666666666667,1.77815125038364,"Acephate","CP",7,8
"NM3057","HV333_2",-1,0.0166666666666667,1.77815125038364,"Acephate","HV333_2",7,8
"NM3057","A1BG",1,0.0166666666666667,1.77815125038364,"Acephate","A1BG",7,8
"NM3057","VCL",1,0.0166666666666667,1.77815125038364,"Acephate","VCL",7,8
"NM3057","C4BPB",1,0.0166666666666667,1.77815125038364,"Acephate","C4BPB",7,8
"NM3057","SEPP1",1,0.0166666666666667,1.77815125038364,"Acephate","SEPP1",7,8
"NM3057","AFG3L2",1,0.0166666666666667,1.77815125038364,"Acephate","AFG3L2",7,8
"NM3853","SERPINA1",1,0.0166666666666667,1.77815125038364,"Dinoseb","SERPINA1",8,14
"NM3853","APOA1",1,0.0166666666666667,1.77815125038364,"Dinoseb","APOA1",8,14
