,xinexpo22_I12,xinexpo51_I6,xinexpo56_I5,xinexpo44_I15,xinexpo28_I15,xinexpo74_I6,xinexpo56_I12,xinexpo70_I6,xinexpo62_I6,xinexpo75_I12
Calothrix,0,104.740032974016,0,58.4094674698852,0,566.226076895057,0,0,330.623165871259,0
Klebsiella,51.351306844315,55.2505769007506,0,144.732741074166,15.9606711449782,51.0836234919075,11.0313644965791,272.311750336338,2381.37652520309,60.9099741324266
Campylobacter,64.1267609438974,43.9068052287365,0,190.190810427439,173.625126621879,0,5.82089290850578,600.619535856962,1271.521497045,2898.20852455418
Phyllobacterium,1.19872206608839,0,3999.42075750465,0,0,1894.92605631383,993.45556650346,62.3326125639401,0,5546.60985018233
Fibroporia,134.053596510506,1344.16677227912,572.117168052263,1171.31662849892,1075.90844843511,252.379851220006,706.275092796813,69.3140690347564,0,783.043947912745
Amaranthus,0,0,0,0,0,0,0,0,0,0
Gymnopus,3.59292974986268,0,6.55855540304173,2.57912127106689,0,11.5254697606466,0,0,0,18.7612786513229
Frigoribacterium,623.454818919282,4.18730003390591,93.1531739919609,9.06120429077438,541.633257712304,167.722741388577,9.47005710789423,1384.37729262637,68.9758772547149,0
Tilletiopsis,254.102321004619,1450.74696490755,22.121253181271,326.748927229492,0.978695940272901,234.391361630141,371.938809845413,0,0,19.896127710087
Enterobacter,107.826222934058,0,80.2789457750569,312.785520633706,0,0,109.003303678947,0,4412.47263127989,0
Pseudoalteromonas,3.16168256616559,27.0954136658345,4.9353709568958,204.592816347837,119.668545960167,3.57368088117503,199.691406805424,50.8857978765416,14.8988459265314,3.32498701912674
Lentinus,129.839416485674,1791.51441427534,1313.64699429539,760.874998904049,540.386658723689,278.357817518709,894.097531035745,0,0,0
Nostoc,0,0,0.323076326305395,78.1900746167571,0,38.1429299509886,69.1156423162821,0,0,70118.7840653163
Achromobacter,0,0,0,0,962.143016733036,0,293.727985659943,5.61381297001604,246.836329050773,13.4005960481177
Taiwanofungus,175.59270650856,984.998976663096,431.457525996984,268.297334325259,744.967030346637,1532.29184236269,1502.0038757772,6.24200634674017,7.27894148432458,0
Marchantia,195.912789463331,73.2328871825832,10.1153695280794,581.486897477224,242.305151054866,496.625873641013,773.477955900501,0,0,29.030016752972
Ziziphus,0,0,0,0,0,3.03505978246342,0,0,0,0
Abiotrophia,22.239892148885,13.3925530119165,6.96545444701822,470.068391706547,648.671989799521,2077.46445346076,0.194215611899643,0,4.37298755110256,0
Pedobacter,853.414830861713,93.8647566589084,38.6229532421825,77.6802070118039,0.827313391301886,216.241113320662,256.990450124838,290.041679339213,6.11063044242849,0
Gardnerella,105.46779118227,0,26.2976233985205,44.2391785248162,36.0968622331632,143.809696150276,17.0860867954075,0,0,14.6160382626047
Zea,0,0.622025715374325,54.1867239488981,0,98.8703692781165,0,0,0,0,0
Bartonella,0.874413469272568,0,0,0.831487838100012,515.695315900673,0,0,0,0,0
Gordonia,207.09288044027,1.6955416852719,116.648411690032,0,54.3622429726177,62.0140167020575,4.00568679609856,0,163.582707929624,41.2913696851002
Dietzia,59.118771137113,0,0,0,239.179246555824,0,6.72019282480442,0,162.209916872269,1.18906587059806
Alkanindiges,204.163862231096,41.2649516554546,939.310212956297,136.13815598298,7.65725055082433,0,149.072559311368,3.883554270275,36.9742768515284,203.299490408746
Chthoniobacter,1303.60272826737,57.0781764565999,17.0579904491743,113.936167345106,1319.76941057376,242.966143071067,904.170975441384,10.0121739807371,0,0
Dermacoccus,49.8355308146354,102.661071291123,0,49.5583607544759,81.470058525452,0,88.7205613397988,1.91710374303187,0,0
Beta,1153.71073664474,2.11501986301618,621.815719663167,87.3987719184902,233.712411246025,399.917640880472,320.689042561231,1167.22887658372,36.9445073711725,0
Baeospora,13.4177153393037,307.265183262024,61.2789889540975,116.467969236016,80.7629995021256,336.257543179476,14.2241616820406,198.560865663084,0,11.6985483601794
Phytophthora,19.4452821818301,915.651380112191,0,0,5.17615102633254,72.4471354672839,28.045669360179,0,0,0
Pyrinomonas,920.246340257406,21.0631071767703,13.3882020821297,71.152366929206,113.197497231205,177.285061299457,243.255887637346,76.7774831303035,19.9528239093014,0
Aureobasidium,5232.47387757171,68.1146895615823,144.282810457806,7.76720296222589,0.178251676593979,0,417.212953508474,0,0,660.231270070242
Dialister,8.88153922386411,0.568555795015234,0,3.64574068027121,2.88810943600443,1.262484637338,89.5045995173183,0,0,7199.60915112358
Megasphaera,48.7850975108291,3.6766666573872,20.4239138998631,23.0311941379883,4.87323022863463,0,475.85461191046,0,0,0.168359218163667
Jeotgalicoccus,0,14.7050760103746,0,0,2.78980402213392,0,45.7020444323112,170.57266731906,0,1.32826127961049
Juglans,67.9435310340295,0.709126182206964,0.906363891893787,0,0,0,0,0,0,0
Segetibacter,639.525585512689,8.84512715562568,471.697207898428,218.57988836965,11.067370513641,11.6365561194523,21.7341117676184,285.511279112616,60.2735483548387,0
Rubellimicrobium,74.175908735488,77.0094242058728,64.2510449100929,23.4534301706366,0,15.1751408652619,483.296106342424,285.971946282342,0,0
Arcobacter,262.951192162156,443.341803232949,0,126.406617160145,1703.58512797235,36.2788038443094,12.0117476698078,1.06641000989659,0,0
Ilumatobacter,3933.08767556242,52.9718901836187,0,593.78753511853,1943.22157891814,137.064240770942,518.960864617972,791.471885622726,51.5887525077811,281.353818459837
Cladosporium,679.868918469082,9.69421241116602,0.250537768494789,82.7180444630878,215.679024639617,217.734455298733,38.3133281946082,0,0.728989598180504,133.225443613129
Facklamia,123.93782458121,0.924840331846424,0,0,72.9625263690207,0,0,261.65768769504,0,0
Brugia,17.0501757928175,125.227285716746,0,0,0.479482858096807,0,0,318.293137414484,0,10.8105915246026
Lignosus,94.393470128021,1550.18569179876,598.386173294246,914.444509807139,669.281880266974,163.850155166325,874.023757281028,0,87.5293208792688,0.61819830086114
Blautia,42.4783201487084,22.2713014170056,175.138724433204,0,0,8.17257812841673,117.465191816228,4.908042347978,0,0
Pseudotsuga,330.695411401241,73.1998689424593,773.542896714373,0,1.472457115725,0,1.9085327679212,0,91.2874409268689,0.0952417079663284
Rhodotorula,104.394289473152,1.21226023391486,605.741608773532,0,331.897143024974,36.9001217600411,6.49021768511226,423.109644127097,3.67152890010963,0
Pleurotus,7.6830781340827,1580.06007982923,673.580900063351,630.560404660479,1635.66522141319,670.787983799055,114.343513795453,0,0,0
Colletotrichum,67.7025701088046,0,4.13902911141339,15.1936537577274,3.9316175342829,48.0914353235322,26.9966919101635,0,0,0
Schizophyllum,128.556183437097,835.130746375006,385.162237626112,1201.36410842773,0,1062.00541790126,15.3393451766992,0,0.121774590136258,1.39009822694529
Conchiformibius,1.11693224184172,83.3644026514122,0,218.039064972405,3.81425281362288,1036.73085444083,18.653776300335,1.25259442483181,0,1157.50331605158
Empedobacter,0,0,0,4.79019780489476,0.295953531278611,65.9285667367428,32.6656471742264,0,2.14402191984325,197.567510812522
Micrococcus,8.22514820529353,27.9133099844485,0,163.196348042721,0,0.0363157282475016,0,12.085745449487,144.808196968612,0
Metaseiulus,0,0,0,12.9734789416714,2.22442463290653,2.3249300568676,1.17167671817582,0,50.3969096482079,0
Phanerochaete,67.2737994132002,1085.24345062523,1005.18699835116,916.504210503392,1365.98674103572,568.927133583681,800.09485543732,0,0,0.378481827009767
Fusarium,199.993218729018,173.82289643394,150.587340796025,50.9586478209151,0.450225319350803,0,18.7397813312862,23.3260833480613,259.676340455242,13.4816287692772
Aegilops,0,0,0,1.24165345734751,4.01581203269865,20.2345397469646,14.2708205964016,5.5260060782378,0,29.265335843442
Wallemia,16.4374539757271,44.9288619035513,0,3.38853483947621,3.03422147850232,14.5715234262697,0,0,0,0
Marmoricola,645.365729836656,0.829846095814852,12.578821272015,987.330663114518,617.82239227054,16.9977642546969,565.594110096215,95.0444905082234,9.28024865826841,44.3026436039576
Bradyrhizobium,1068.5875383751,21.5587359487197,0.643469075352961,16.8040521475958,7.99793757106538,208.82291028096,36.6026058028017,1791.21724764511,164.09168005932,40.9723813453584
Pseudoclavibacter,0,0,0,17.384014713002,0,0,0,0,0,0
Alysiella,171.093596792931,192.359195149261,0,371.388244505191,0,1827.64239028093,0,0,0,40.6510496774239
Turicibacter,60.1401777679035,27.4377212114058,0,63.8449596199198,11.6949990190547,61.9604568468799,714.617343658809,234.596759491949,239.265134009298,2.25827127706465
Roseburia,15.5734179634513,0,0,48.2333965319874,60.2478505331778,0,0.450775161435406,4.07336655409061,0,0
Variovorax,474.185422946344,15.7500291955046,6.54323758876107,30.3734400661815,433.780126519906,311.561129991446,315.131363566546,242.626968420682,1048.38847416251,0
Diaphorina,4.42249436171382,8.44326020886285,0,25.824734861384,32.2979180529009,28.4533545886726,41.9430817599498,318.388046312793,571.101911831915,0
Brachybacterium,32.2939745236254,2.5041203945561,0,3.94277762201454,0,0.900093573333967,0,0,0,0
