,chaoexpo22_I12,chaoexpo51_I6,chaoexpo56_I5,chaoexpo44_I15,chaoexpo28_I15,chaoexpo74_I6,chaoexpo56_I12,chaoexpo70_I6,chaoexpo62_I6,chaoexpo75_I12
Candida,2.19036433956233,0.192827924228543,4.38979334063254,183.632022045699,8.09148874294978,612.746175602329,0,161.115869926056,0,3.89298131446807
Plicaturopsis,10.425038816826,123.410487023026,123.527659517906,184.007883928977,3.87856818927275,18.298706937204,190.710594669019,41.479347764014,0,0
Amorphotheca,53.3134051628616,364.84098676597,471.754484811226,302.933703403129,2.83389353071151,103.46277318055,444.231812294717,3680.51002378834,529.552774487536,58.038423313391
Exophiala,156.971770959973,4.5880510033106,47.8304309694645,27.0015896209023,12.5146747893132,359.350733920435,92.7989128648971,0,0,18.8930952620018
Lactococcus,0,0.384572122636598,8.41067387067904,10.2812364303481,0.17665581046512,0.157553912401149,296.436228139058,14.5653063715634,0,4.13961455280133
Paraphaeosphaeria,132.262851814068,12.6857049344321,0,0.310337207197954,2.07678291386095,68.7907297790067,19.8237724955726,0,0,0
Nostoc,3.09540479924291,0,0,0.251998820087776,0,0,0,0,0,124216.642692357
Botryobasidium,93.2409240710109,712.272010281052,1994.34248334562,1700.9932091587,1134.20669167731,283.795951482221,571.270732366231,1.26906802641126,89.4837586068136,0
Schizophyllum,62.6408601984728,2124.62727493166,2454.07716227344,4381.11582403087,64.670165116691,339.761927454889,52.8330533110883,0.512219828846515,0,1.31692773971812
Micrococcus,0,29.5162269005304,0,0,0,140.6080414711,0,0,0,0
Clostridium,17.4484113895209,12.1788414635685,0,23.7251245125271,10.286868330292,74.7860375717603,40.0594467044848,25202.708506748,0.40133926422351,0.199246696161526
Hymenoscyphus,46.3614733182066,94.9746543500078,73.6903978740036,268.079780955532,44.4395057553038,710.966633644003,405.44662272875,8.25325900608571,21.8765632561239,0
Microcystis,0,0,0,0,0,0,0,0,6.88183018183046,21.8634768520074
Phoma,4737.23860647607,0,0,7.18656676396769,273.552628909731,1925.27427393178,0,0,1.53076490978967,0
Beauveria,4.77497291922142,21.8381689217161,1.06026831435864,1.25725349855941,0,0.410326432478491,2243.19835651911,0,0,17.3151707085092
Lecanosticta,146.624511747228,17.4262486963287,1.33161175080594,40.6750554231542,0,0,39.8390130063634,6.35750795420049,0,0
Felis,11.9636912986899,0,16.5576191350065,76.5943664356715,21.8250356186107,119.469018426063,74.4725577657845,0,0,0
Adhaeribacter,34.8177949367815,21.3397034264184,0,7.56332950490021,10.3446045254427,2.96106755326956,0,40.5104300051209,0,0
Trichoderma,28.5719346914265,7.77652641239589,0.304507271983639,92.114767425024,176.608331441361,107.556844749002,11.7518424833856,50183.640996297,0,0
Lentinus,235.811254484394,878.228972797904,438.712873953551,616.816655632225,257.859815499275,690.827968363904,489.028416090503,0.252026100675071,34.0871066266837,18.2721791102269
Stagonosporopsis,4229.95252791907,63.3285462743157,0,0,3067.55564462398,13.9923320955638,0,0,0,0
Kocuria,0.190012015539103,0.373943075408938,0,0,0,0,0,0,0,3.90588868657042
Nelumbo,18.4336430059675,0.136437716871086,0,0,0,0,22.1701706127728,0,0,1.95898362561253
Fomitopsis,15.532268062716,224.886419380097,45.4997312076189,67.7114018841513,37.7030041105678,67.0696020438233,228.282685274116,0,3.62009846489222,0
Metaseiulus,0,0,0,0,0,0,0,0,0,0
Diaporthe,659.814014874341,149.656178685225,0,409.124375685399,0,15.7093153311912,17.4392746403829,0,70.3057791541459,1.20334497458698
Wickerhamomyces,0,0,0.432488979858474,0.477269910609704,0,0,0,0,0,0
Sesamum,0,0,0,0,0,0,0,0,0,0
Sphingomonas,495.458811542152,0,0,3.38196929277633,0,0,2.2343654134631,0,0,0
Marssonina,23.9922646607524,8.12053127524684,54.8415518540946,70.9978414729738,0.168629914859082,141.248398508162,545.112868788974,10.0340293884146,0,0
Helminthosporium,8.39178781099491,1.09865119328419,0,5.25029383556919,0,0,0,0,0,13.6406032192771
Crepidotus,6.80824725056705,112.497265438683,104.400604153949,100.396650089781,31.2257395593531,3.26998896634931,18.4172641977582,0,0,0
Actinobaculum,0,0,0,0,0,0,0,0,0,0
Cyberlindnera,0,167.256962768824,0,0.55531666845372,0,0,0,0.235189683542287,0,0
Rhodotorula,131.252921286132,105.339135457162,89.5833579944933,9.1471288673839,0,0,0.63658732916567,3.13879082136097,0,5.05890489315848
Rhagoletis,8.97555616972104,16.1676350367955,24.1602625384314,0.726517712866148,0,85.8650476036382,47.4323883015473,0,711.683805353602,17.3873962576705
Paraphoma,95.7423737716438,0,0,750.244092149604,19.8605107227519,5.22891217066193,0.991933268744005,0,0,0
Dichomitus,13.0366831837609,393.778372938287,186.508349701391,238.109306108014,28.853110765281,131.826019438166,411.686380950687,0,0.380775302130067,0.260283123258173
T4likevirus,0,0,0,0,0,0,0,0,0,0
Themira,0,0,0,0,0,0,0,0,0,0
Beverwykella,67.996593131337,54.4477011016002,0,0.976687235226401,0,162.950738836084,137.729362718416,0,0,3958.82536724098
Geobacillus,77.8040850715688,22.055925401449,0,175.192167099391,0.918527389085186,0.555456184399554,0,0,0,0
Sphyracephala,0,0,0,0,0,0,0,0,0,0
Morus,0,0,0,0,0.40915078669634,0,0,0,0,0
Agaricus,13.5721882208337,50.4551349058142,264.415448289539,12.0379166614808,1155.74906053723,24.7066378737394,0,0,0,0
Laetiporus,1.68154910834163,101.902049910897,92.469497750117,106.596956442402,45.4034756355885,51.0481815753662,54.8481642977278,0,0,0
Enhydrobacter,2.76039438147538,0.0696677141534332,0,43.2049901555175,2.32666399443277,0,316.318622534983,0,2141.65030332036,0
Cordyceps,28.9310384738736,445.719487480217,0.0828430891442948,11.2203810165365,0,2.17378348505172,1905.82934845033,0,0,0
Anaerococcus,0,0,0,0,0,0,0,0,23.1014792299694,0
Burkholderia,1.50270590148056,4.59021979521013,0,0.241006982160458,0,0,0,0,0,0
Rothia,0.0828451772943978,0,0,0.47086064859443,2.12461812503765,0,0,12.5748374378291,0,0
Grifola,40.3042747232347,361.53298466019,220.082850845518,1015.19894167752,92.7965619647302,231.911141816826,570.537351478797,0,2566.87409871356,0
Hypsizygus,129.048817254903,512.546757622562,342.498236778455,1786.92247836994,924.527367735109,346.165995946555,1131.03143385343,0,0,0
Achromobacter,0,0,0.341231786041636,0,0,0,0,0,0,0
Hypholoma,27.1540595384502,191.948336870799,35.7899337459212,187.96576488448,0.371741433509128,0,16.9409245473358,1.93781925961284,0,0
Eutreta,0,0,0,0,0,0,0,0,0,0
Lactobacillus,0.636191295307178,0.0783626233977753,0,300.586631579827,0,67.1840945570754,0,1.89152058573022,12.9978850385962,0
Rhizopus,0,0,0,0,40.6539570806342,0,0,0,0,0
Erysipelatoclostridium,0,87.7993702181646,0,0,0,0,0,0,0,0
Tricholoma,173.309744693875,339.908337665274,3108.65448592391,501.490239545591,216.693851887427,390.074228629373,136.750441479252,0,0,0
Obba,214.568668745735,1060.97208595677,770.908297113317,508.394462446441,71.7118171292768,357.019252379076,2508.01821568292,0.268870094432333,35.6211262726816,80.4973095729091
Bulleromyces,188.675074504598,0.428282832074688,175.719068150363,1.54559591140866,0,0,51.2903196495455,50.5403264238052,2174.74053075587,0
Ochroconis,57.5663954627404,0,19.7170695854976,3.63290247851632,0.188406814995177,0.55822401420101,20.9782621488108,0,291.995139113953,0
Tulasnella,34.2401079921185,1136.96534749708,1965.27249096504,1588.02986636323,19.1354567062216,440.77508199635,155.097838409333,0.957869777631582,0,0
Xeromyces,0.419034773267568,1.1228053449823,23.7984798220751,0,0,0,0,0,0,13.6332390338613
Thelohanellus,0,0,0,0,0,0,0,0,0,0
Sarocladium,3.19836769820673,0,0,0.680395297662186,8.98647569278981,32.6654974841218,123.083897496664,0,164.370445396877,0
Eutypa,22.8791538306558,4.3127219304662,30.7340282672321,4.42527527611706,0,0.258528340118849,1.85635576328417,2.05650087345773,4.36657263799846,0
Tuberibacillus,95.4158195168408,0,0,0,0,0,0,1.65187387391483,0,0
Delftia,0,0,0,0,0,0,0,2.02806296055286,0,0
Streptomyces,10.3901430126845,0.90787053210539,9.57337322093451,8.54243547076637,0,0,0,0,0,2.40719397033365
Rosellinia,70.3109482213845,79.0958827636673,473.128208894449,335.327463425721,14.0980980963778,5.06814502447965,547.891762275313,0,0,0
Phlebotomus,0,0,0,0,0,0,0,0,51925.8597834433,0
Cylindrobasidium,0.394832583605346,74.6033774160454,625.137533285236,138.662655935343,206.227123048729,5834.36720554857,32.9044869960026,0,0,0
Pontibacter,26.7586458263821,3.25212515707552,0,3.64665269569549,0.452715704126436,60.3851927452835,0,1633.98956831344,2.20296445006047,1.69955923971196
Pediculus,0,0,0,133.831246644581,0,0,0,0,0,0
Ananas,5.14454232540009,9.37287501208349,0,0,0,0,0,0.280444598479713,0,0
Desulfotomaculum,2.07965747551225,0,0,0,0,0,0,0,0,0
Aerococcus,0,0,0,25.593309142512,0,0,0.644669184958197,0,0,0.0940219937465298
Valsa,223.852997760334,62.7869015605794,0,52.5438569185824,0,23.398607827905,1.19640608563385,3.48497986875748,0,0
Physcomitrella,0,0,2.05162174730879,2.05844431577037,0,0,2.93068006391859,0,0,0
Veillonella,0,0,0,2.61010825346921,0,0,0,1132.00240537716,1.91890046289846,0
Citrus,3.24618771757395,16.7469503855778,0,0,836.188711324224,0,0,0,0,0
Hypoxylon,57.1063726251977,0,0,0,0,0.539129489241537,25.6144159194516,0,0,0
Caligus,0,0,0,0,0,0,0,0,0,11.5326171061224
Coelastrella,0,0,0,0,0,0,0,0,0,0
Diaphorina,0,0,0,0,0,0,0,3.88145294712814,0,0
Daedalea,2.35886455496902,196.395196103188,105.110466296756,77.2141080572875,9.11152182254797,96.9378989393523,215.624627456526,0,0,0
Lignosus,0.330081002103861,127.305366651016,83.4196309318108,111.205033094047,1.24216989162207,30.0256686212572,79.3345350987727,0,4.22717542940943,0
Deinococcus,0,0,0,0,0,0.36179609807175,0,0,0,0
Capronia,19.1262111534721,0,0,9.42352568016829,32.8995410140049,0,0,0,0,0
Rhizoctonia,2.82139093115614,368.244764061808,981.58057999077,1034.08677857591,5.34816529695268,16.1410356219853,337.784651683394,0,4920.66211458625,0
Solanum,0,53.3589525716317,0,2.23728988994369,0,0.304991668853257,0,0,0,0
Vitis,2.97178632867096,2.63487521475888,0,0,0,0,0,0,0,0.842396315971823
Hortaea,3425.30209779597,0,8.76047416689305,21.7442901260741,0,3.16967996504709,8.60794352002625,0,0.9697294488321,0
Ascochyta,840.737524558002,0,0,35.6900619447437,62.0970865085167,39.7031714337331,0,0,0,0
Malus,1.5951850450911,0.712996105514388,0,0,0,0,27.7019881845368,3755.12690151382,0,23.6420444697939
Listeria,0,0,0,0,0,0,0,0,0,0
Tilletia,37.5156500766204,0,0.186390106445309,10.1940619081436,0,0,0,0,0,0
Sediminibacterium,201.695802108058,7.86273383473521,0.152902784672121,35.3728416260841,0,37.0229283410883,0,139.918379443814,0,145.14652450508
Coniosporium,639.329642214271,12.4596926189863,0,2.85064127927465,0.603980012525258,12.0768451749581,12.016964336923,0,0,13.3163336037231
Spirosoma,36.466116585193,7.16301070811628,5.15038493067402,61.1212015589214,12.9823566987361,6.60458936331192,119.33363883034,44.9751548659218,269.098534676302,0
Medicago,0,0,0,0,23.3587110244127,0,72.7197284690083,0,0,0
Saccharomyces,0.0886025018399425,0,0,0,0,0,0,0,0,0
Biatriospora,5.43301788327361,8.22400014103949,0,4.80509238038806,0,98.0792389895956,72.0119350481724,0,2170.49775892731,18.3315689615438
Armillaria,0.534430606291364,23.7540666140104,26.2444098859893,10.6534591449902,0,0,1.06309087507071,0,0,0
Laurentiella,55.4618170191898,0,0,0,0,0,0,0,0,8.04612544183277
Flammulina,2.80317121307199,152.34533042301,20.4802908421289,90.8171986335133,0,65.7928320202135,60.7146513016965,5.52382123532519,0,0
Bacteroides,3.28731104633193,0,0.166166675001216,51.7860845385267,0,0.336035762724706,0,0.274122273659899,17.873502479068,0
Prunus,91.4864405321296,2.66518997959797,0,0,0,0,0,40.1282319186545,0,0
Rasamsonia,103.437643632329,58.4614769976408,27.2050241173518,0,0,0,83.0441636309051,0,0,0.117899194712558
Faecalibacterium,0,0,0,0,0,0,0,0,0,0
Sclerotinia,20.4299643520444,189.489733837278,9.79179924069055,57.1979480230208,10.3562021032048,21.8527835779669,1.05814368651992,0,0,0
Truepera,0,0,0,0,0,0,0,0,0,0
Thielavia,38.3663073516759,0,2.28364244079942,0.522476302410802,0,0,3.02427450984301,0,1.50128432406697,0
Amborella,0,29.7978352295836,0,0,0,0,0,0,0,12.7966349800064
Rutstroemia,5.33041228183959,0,0.178300976567294,59.3939940577592,8.52168732508799,147.778434720429,0,0,11.6276579840123,0
Stemphylium,1683.33627721318,0,0,0,0,0,0,0,0,0
Taiwanofungus,11.2285436875197,215.639763832941,186.44511331159,302.434305535877,57.3376485295134,164.527205637798,312.100072241838,0,87.9716988495196,4.70177132582704
Brachypodium,0,6.94180885832474,0,0,0,17.4286231776844,30.3105313796558,0,0,0
