"node","Class","true_name","Degree"
"EGF","Cytokine","EGF","6"
"CD40L","Cytokine","CD40L","6"
"exposome_genus_Cordyceps","Exposome (biological)","Cordyceps","54"
"exposome_genus_Fonsecaea","Exposome (biological)","Fonsecaea","57"
"exposome_genus_Gliomastix","Exposome (biological)","Gliomastix","58"
"exposome_genus_Mrakia","Exposome (biological)","Mrakia","53"
"exposome_genus_Thermomucor","Exposome (biological)","Thermomucor","57"
"exposome_genus_Gymnopus","Exposome (biological)","Gymnopus","13"
"PM2296","Exposome (chemical)","Cyproconazole","45"
"PM2654","Exposome (chemical)","2,2',3,3',4,4',5-Heptachlorobiphenyl (PCB 170)","12"
"pHILIC_144.1018_6.7","Metabolome","Proline betaine","6"
"pHILIC_157.0607_8.3","Metabolome","Imidazolelactic acid","6"
"pHILIC_229.1544_10.4","Metabolome","C11H20N2O3(2)","6"
"nHILIC_167.0349_1.3","Metabolome","5-Methoxysalicylic acid","6"
"nHILIC_239.0164_12.1","Metabolome","L-Cystine","6"
"nHILIC_269.0875_7.6","Metabolome","C9H18O9","6"
"nHILIC_345.0942_3.3","Metabolome","C13H18N2O9","6"
"nHILIC_459.3476_1.8","Metabolome","C29H48O4","6"
"pRPLC_283.1541_8.3","Metabolome","C15H22O5_pos","6"
"pRPLC_491.371_11.3","Metabolome","C28H52O5","6"
"nRPLC_371.189_9.7","Metabolome","""5alpha-Androstan-3alpha,17alpha-diol monosulfate(2)""","6"
"nRPLC_301.2173_10.3","Metabolome","C20:5 FA","6"
"nRPLC_199.0976_5.6","Metabolome","""C10:1,DC FA""","6"
"nRPLC_153.0193_2.1","Metabolome","Gentisic acid","6"
"nRPLC_215.1288_6.8","Metabolome","""C11:0,DC FA""","6"
"nRPLC_329.2336_7.9","Metabolome","""C18:1,3OH FA""","6"
"nRPLC_225.186_10","Metabolome","C14:1 FA(2)","6"
"nRPLC_443.3164_11","Metabolome","C28H44O4","6"
"nRPLC_197.1547_9.1","Metabolome","C12:1 FA(1)","6"
"nRPLC_464.3015_8.8","Metabolome","Glycocholic acid","6"
"nRPLC_183.139_8.5","Metabolome","C11:1 FA","6"
"pHILIC_130.0863_6.6","Metabolome","N-methylproline","7"
"pHILIC_299.1383_7.5","Metabolome","C17H18N2O3","7"
"pHILIC_280.1384_8","Metabolome","N-(1-Deoxy-1-fructosyl)valine","7"
"nHILIC_87.0087_4.4","Metabolome","Pyruvic acid","7"
"nHILIC_219.0451_7.2","Metabolome","C7H12N2O4S","7"
"nRPLC_329.2487_10.7","Metabolome","C22:5 FA","7"
"nRPLC_313.2385_10.3","Metabolome","""C18:0,DC FA(1)""","7"
"nRPLC_445.3324_11.2","Metabolome","C28H46O4(3)","7"
"nRPLC_227.1289_6.9","Metabolome","""C12:1,DC FA(2)""","7"
"ATRN","Proteome","ATRN","6"
"KVD33_2","Proteome","KVD33_2","6"
"LV211","Proteome","LV211","6"
"PIGR","Proteome","PIGR","6"
"C9","Proteome","C9","6"
"SERPIND1","Proteome","SERPIND1","6"
"HV434","Proteome","HV434","6"
"GP1BA","Proteome","GP1BA","6"
"MGP","Proteome","MGP","6"
"SERPINF2","Proteome","SERPINF2","6"
"CLU","Proteome","CLU","6"
"MTHFD1","Proteome","MTHFD1","6"
"LCP1","Proteome","LCP1","6"
"DSP","Proteome","DSP","6"
"GPX3","Proteome","GPX3","6"
"CFHR2","Proteome","CFHR2","6"
"BTD","Proteome","BTD","6"
"ACTBL2","Proteome","ACTBL2","6"
"C7","Proteome","C7","7"
"LV321.1","Proteome","LV321.1","7"
"CNDP1","Proteome","CNDP1","7"
