"from","to","Correlation","p_value","fdr"
"exposome_genus_Acidomyces","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Actinoplanes","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Actinoplanes","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Actinoplanes","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Alkanindiges","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Alkanindiges","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364
"exposome_genus_Arthrobacter","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Cryomyces","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Cyphellophora","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Dendrobium","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Desmospora","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Dioszegia","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Dioszegia","family_Prevotellaceae",1,0.0166666666666667,1.77815125038364
"exposome_genus_Endocarpon","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Gossypium","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Graphilbum","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Helminthosporium","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Helminthosporium","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Hysterium","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Hysterium","Hemoglobin",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Hysterium","RBC",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Juglans","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Juglans","AST_.SGOT.._Ser.Plas",-0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Juglans","ALT_.SGPT.._Ser.Plas",-0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Juglans","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Juglans","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Klebsiella","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Lactobacillus","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Lasallia","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Legionella","Creatinine._Ser.Plas",0.974679434480896,0.00481823046819854,1.83999117571327
"exposome_genus_Legionella","Hemoglobin",1,0.0166666666666667,1.77815125038364
"exposome_genus_Legionella","RBC",1,0.0166666666666667,1.77815125038364
"exposome_genus_Leptographium","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Leptographium","Hemoglobin",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Leptographium","RBC",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Leptosphaeria","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Leptosphaeria","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Leptosphaeria","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Magnaporthe","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Magnaporthe","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Magnaporthe","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Magnaporthiopsis","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Myceliophthora","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Necator","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Neurospora","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Phyllosticta","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Phyllosticta","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Phyllosticta","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Populus","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Pseudomonas","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Pseudomonas","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Pseudomonas","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Pseudotsuga","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Pseudotsuga","Hemoglobin",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Pseudotsuga","RBC",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Puccinia","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Puccinia","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Puccinia","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Pyrenochaeta","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Pyrenochaeta","Hemoglobin",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Pyrenochaeta","RBC",0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Pyrenochaeta","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364
"exposome_genus_Reticulascus","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Reticulascus","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364
"exposome_genus_Vitis","Creatinine._Ser.Plas",0.921052631578948,0.0263105196855778,1.57987057364179
"exposome_genus_Vitis","AST_.SGOT.._Ser.Plas",-0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Vitis","ALT_.SGPT.._Ser.Plas",-0.974679434480896,0.00481823046819854,2.14102117137725
"exposome_genus_Xylona","Creatinine._Ser.Plas",0.917662935482247,0.0280084560101462,1.55271083136763
"exposome_genus_Cladosporium","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364
"exposome_genus_Dactylonectria","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Dactylonectria","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Gardnerella","genus_Faecalibacterium",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Gardnerella","family_Prevotellaceae",0.974679434480896,0.00481823046819854,2.31711243043294
"exposome_genus_Triticum","genus_Faecalibacterium",1,0.0166666666666667,1.77815125038364
"PM2134","genus_Faecalibacterium",-1,0.0166666666666667,1.77815125038364
"PM2187","genus_Faecalibacterium",-1,0.0166666666666667,1.77815125038364
